address,freeBalance,reservedBalance
aqMc1Yjfpp8L9p4WKtgW9TFzdUEmPL8zVcx4WWauYcPDGfJ,33.0000 SDN,0
ZUzTLusAaosLYgCWLCBiks2JHq1DcADbjSaaj975nZBmX1u,2.6349 mSDN,0
bCR44WD7MGkfyoZQsGZukf67HsJyvdqqUCAXLoagj457Ubf,68.0000 SDN,0
ZUzTLusAaosLYgCWLCBiks2JHq1DcADbjSaaj975nZBmX1u,2.6349 mSDN,0
ZUzTLusAaosLYgCWLCBiks2JHq1DcADbjSaaj975nZBmX1u,2.6349 mSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
YtVw2x1uP8WUCWtzngapCuax8Amz8AhXXngWwagW7TB9TyJ,16.6000 SDN,0
Y9wtSTeZTUyugn8rDy7zsVAznrsKmYpP4DUR68FQS5KnvxV,286.3160 mSDN,0
Xt5wiBZhLZzobVu2FkpAuVGie9UC9a7ZsA2QftRZuDV4WuC,95.0421 mSDN,0
aU8JCrjtnZeTvPXQ7shpLNhDxrMCE4P1BJ1otF1oroxB786,1.3280 kSDN,0
YFVKUX4U1hyx8VG1CZP8ZxnoHx5SMnooPufjksh9BzCRdrv,359.3706 mSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
YSNUkP2C5MtZzRiQjjN1FMg4vKgfCDoC6mviWCk1Fchsk1i,396.8136 mSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
X8S1m7b1MkkJLB1gdKz7CXLxiVXRqN3YH64rxbT3LVKFWek,49.8000 SDN,0
bbF7zhprRWqefwrwg71oYKsD7Ai4W48pVtrBAiK1FoUgKsV,872.8243 SDN,0
YSjmfYKsBy3JUJGRhyBLKKRfCke5Aj72thZspVJzZbNzhkQ,8.3319 mSDN,0
WrGeF6Q7tMyh5kfndxiLvjqkt9w8naWRBRNX2g7p1aqmJQB,5.3440 kSDN,0
WmC3UGSV1CYAzKMoeTCJqbske3ksu3vtV2mtBacEegx8qZB,236.6965 mSDN,0
XkDH1xmGk7JLZeEDcrgghy1d28KRLctNphxKxgGTzssSNBZ,16.7000 SDN,0
Y1HDcjPVgReVWf2fifRbmKDB11ZUtTsMJZGmj4DGzQr6CFA,10.8991 SDN,0
aJCUCnpeU8eKqD2U1yrNP1h3ZLwjgWwhwXD7bsS2B3xoWge,33.3398 kSDN,0
WxkzJ5TJE26rnzgfSQNzspfxoi3BuuSHLb7VYRk3FomScLZ,5.5372 SDN,0
XP7CJ5F5anao6Jo1FgiPLxNhZDtrqtGGnhSp2JaKFMCH8dZ,6.7140 mSDN,0
Y9aYYkhYnxAHDb46LPoH1DkEuvwoMCyqY4mXHo2YRLZhKV3,6.7037 mSDN,0
bZbXaYqvXBYwdoY4g9k5YBMnXTpJ7r5JPLTGbhMVw7koTtd,106.8800 SDN,0
XMBGixkoNm2nhFvjkxWxq4ERbXVDXT3MQhjSiSxXGfoZkUM,42.6700 SDN,0
XZSNd47pZRTN8ViAEk1p7XT7UxAPRKWs3YE1bgoa2SyVuyT,684.7849 SDN,0
W99vrcZkBGxJpr6dDzw76wi3VXZ9depvWaCorL3znpTdRvM,174.3480 SDN,0
ajjAhRHDHmbzLJQwztJdyRRYPjZK7eZjAbd5RNNpAJaKM6w,1.0800 kSDN,0
Y55kAjwbs4sbFvMndPnpazufdpLdR6SiBFEcVCCQoqPaSXj,8.0160 SDN,0
XDxcp6sjG2mQP941r4kxGzyZPZPrqfake7YCyPrJnjtdrfV,4.9795 mSDN,0
avgnn57ZQuXztDqfeiWPe5Y1YVHjrTcqvR23R4t8SWSgeVb,16.0320 SDN,0
Wvh2t6nyDrqZVr6bHvG3rURQqqbACCstmgq4Ec41Yb5gbHN,1.3406 SDN,0
ZSENdLmmUPShpUyAxjSfncCtQWS9J2k2JDVGRRwxg711jw2,1.4682 SDN,0
ZwnivCTkBPJNgB9DX1kMesX8CVkCE2dbKksa8YwF91qc7ZC,4.0080 SDN,0
X86hpRFdHD68nawJwZWkEZ5S435orNUVz3eAaBypPgTvmJN,41.2500 SDN,0
ZfW7EctApqgXHp81MWb7ecZos5orVQW8XgKnVhziEHdvadm,28.7154 mSDN,0
ar2LuQbV2tQEgweFCm4P1uoG2C9QXU9K3SrEUH4HgqZEdb2,48.4289 SDN,0
YhoeqqoiD867tzZZ4s74fqtpL1NedStezH3TPgTfLK2rXXG,501.0000 SDN,0
WxkzJ5TJE26rnzgfSQNzspfxoi3BuuSHLb7VYRk3FomScLZ,5.5372 SDN,0
bTybxx2k3Y4uN6b3E1PNEwpXQsmB89CWT3AbhbfNCzzLxUg,272.3596 SDN,0
W6UdrXeMhZ7DnC5Z3aHCK3iBtQ3NeiY3VSGEt551t7UXgND,618.1464 SDN,0
Z6ywfBthN7rMRJpxPH1pJAUiq2ooqHJyFyA5vNQ6xC3jz9k,59.1180 SDN,0
Z6ywfBthN7rMRJpxPH1pJAUiq2ooqHJyFyA5vNQ6xC3jz9k,59.1180 SDN,0
Z6ywfBthN7rMRJpxPH1pJAUiq2ooqHJyFyA5vNQ6xC3jz9k,59.1180 SDN,0
WiUN6nsyxefjU5EqF4rTBKo4WZyEuAn4cBSAGSXM4brdPJS,375.0038 mSDN,0
WMe8qVikN9h9kB18A1WW6x2GWVHB5ihnHeFiCYsmPmv8PhF,8.2504 mSDN,0
Xg1oajKXxYDMQh6RPSWTX3ScAmdcAA41gVpHmJw5TuhmhFJ,1.4239 SDN,0
ZfW7EctApqgXHp81MWb7ecZos5orVQW8XgKnVhziEHdvadm,28.7154 mSDN,0
XtGYcRUG1nRfpTDGugkcVvSTjqGBx3tacxBpNSuAgL3FLSz,398.3218 mSDN,0
bb9jyE1HANSnF1iddCmGQJg3AP56BHta9Bqz3yqKkhVUGik,395.9340 mSDN,0
acQLjixjzQMkD6odbTp17auhHhzadHKsSspjZryyJ9RrZ8r,1.1588 kSDN,0
aWKnzALXZVVqbW6xftdg4PNuZTUwdWXpq2Rhs6nLNCKjbrB,358.3217 mSDN,0
XKGRvye8BYJBo19Nsxx267vSZBS4uCwAcx4na6iKcBYrLnW,1.8920 kSDN,0
aUKqHVdEVdpFwjtuhQEroXGbuaqBJf3VDHTSJqeZP5NRmjQ,166.8719 µSDN,0
bdnsWHeMHHmeNdWfmA54eBHcK7ZDG22viD6R3nJjYhbeYZC,27.1999 SDN,0
YFVKUX4U1hyx8VG1CZP8ZxnoHx5SMnooPufjksh9BzCRdrv,359.3706 mSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
aA44zEDMUiRhAxsBEhHgS9nQ7knUwi5fRDbU5hHVpXPTQi1,27.2000 SDN,0
bRkPqDaAiFgnti4NHfrGxpVSSBfAh3fxpBe3rBw1Sd9iHG2,104.4531 SDN,0
bf6hJxUzmu2XL1hfkP7mAJ2Qd9ZKvsWfaJd11u9ZJkWzank,57.1680 SDN,0
Zw4PWe8P1ffgAqCiLa5cVZd2UaF1ahckbTQV9YnMkv6bNbC,76.3614 kSDN,0
bEH9wHvvNUPFwyssJ1kGD2qtEvsRnQKfWP5U9vjbpAyHGXC,16.9000 SDN,0
Zw4PWe8P1ffgAqCiLa5cVZd2UaF1ahckbTQV9YnMkv6bNbC,76.3614 kSDN,0
Zh941Dje6GyHrK6T8rqomdVNnGZTAfQgHY8t7j4iggxZk53,169.9980 mSDN,0
YtS4wHE94g76zEHjrSa3YYuAPgkPkQc1m8ZZQTcVYdQ9nBn,252.1342 µSDN,0
WUodN3r9hSKBM6LE2qigy7Hjy3GqfGpdnFWpKaqBHNvQwvE,85.0000 SDN,0
W11DNEM1eW8mnam5YB8q3KrV5FBEXG7DEhbVaSU2J61XY7e,101.5632 SDN,0
bNZWmD1Umu3z6CBnv7WAFmQ7PDLEfpQJCmBRA6MAXppa2g3,13.6000 SDN,0
Wvh2t6nyDrqZVr6bHvG3rURQqqbACCstmgq4Ec41Yb5gbHN,1.3406 SDN,0
XGWp32oQKCixvLjp5a49j4F3Ao1CLH2Ujk8FNhztLU8Z47P,176.6550 mSDN,0
ZDAFZAi373FC1BnKqVPXE6uyXX7rydjaaCMLg9Nu2k7YHuU,100.4949 SDN,0
WMe8qVikN9h9kB18A1WW6x2GWVHB5ihnHeFiCYsmPmv8PhF,8.2504 mSDN,0
WMe8qVikN9h9kB18A1WW6x2GWVHB5ihnHeFiCYsmPmv8PhF,8.2504 mSDN,0
a7UazApPgEGJfHaRJttdAGkywx5y3np62V4iKn8kw4ektXY,612.0000 SDN,0
Y38WSX8rAdKAW117tQ7qvfAuUX7ZRyW7PjTMCbWRReTUzWE,5.6682 mSDN,0
W7hJf9ztKGWaizdhzkq2so3gkuLJ8sCjoEaUUccdSk4frE5,6.6387 mSDN,0
atHY8Kb5qYAoy9czDmejiwgdPkosLJH9vAQ6dasqydvs14V,15.0772 mSDN,0
bRTVb9EPe4M5Nuu3LGYTmCngeEuxpMUfLmpohSSm8LkyD7w,270.9983 SDN,0
XgbnnYttg3xXhev6UhAoF6TmmqprF5bEJjXZGYg3u4Svr27,6.8000 SDN,0
bTqQexWjsGXVJYtB268xyrMeXygcDzLcK6J2DRQ2W8xJBfZ,5.5983 SDN,0
acZk74UWNvsY2vKxw1TGs5tzwmA6ThjYRuz3soYL9t6gGUf,17.0000 SDN,0
VyFtmY5pBQyp4gNdMvQsnQGePY1xdpHWqzRq2nE2wHhP2m9,998.3165 mSDN,0
Yjjn6opa3PfWiYqJhJwEFvZetTbPwKFAscG351vXErsnQwp,995.0000 µSDN,0
a1VkNTrh7dnAWq8cnemccuPZnmgXCrDK7sjNc81BWDpPx9J,47.3259 mSDN,0
ahbj4GtdTCsfWDpzHvhjyJLEKUUpQGiWu1hQgTmn5z2dkmP,655.9432 µSDN,0
bJFTMjbcnWiKQx9xzp3UnWZP7ch6ohtk449ixakXfqRTkux,91.6000 SDN,0
W6UdrXeMhZ7DnC5Z3aHCK3iBtQ3NeiY3VSGEt551t7UXgND,618.1464 SDN,0
XDMyjNNuwm5Z2Wx7TFdRzwQ4idE2CGPZTHFuMbMU29YBiSv,1.0966 SDN,0
bTu7SKCbV3W988XV5ZLQKgYWvqcama9XugavnsfqupADBRN,4.2750 SDN,0
WMe8qVikN9h9kB18A1WW6x2GWVHB5ihnHeFiCYsmPmv8PhF,8.2504 mSDN,0
XUZAqh78jLt7qnivQYnQU1ygy6tTodFLxBeBasoKn45BoQT,6.0000 µSDN,0
W5zuC5VTfWoLHFrzFZfJEPpfp18Jh6BGsx93exXLQYaZMHs,46.6549 mSDN,0
W5zuC5VTfWoLHFrzFZfJEPpfp18Jh6BGsx93exXLQYaZMHs,46.6549 mSDN,0
W5zuC5VTfWoLHFrzFZfJEPpfp18Jh6BGsx93exXLQYaZMHs,46.6549 mSDN,0
Xo6RHjU4BjviJ18KE4sCrFhbQRrha84o6n6XeKLs1x9b8x7,5.2966 SDN,0
X69htutA6eAPcV6xhU7cU7iGzStkQ3oCUjhgCb7DJ4vUeCK,51.0000 SDN,0
WMe8qVikN9h9kB18A1WW6x2GWVHB5ihnHeFiCYsmPmv8PhF,8.2504 mSDN,0
XkqXdiwpqyQqWDTMwXBNoMA2feVJLCCbCq9P59okK7osnCH,247.0103 SDN,0
YWhUzDLsJp2pra7epRDGVGJPmnS15NbcssdiTXgSa4PELPB,4.3167 mSDN,0
W9cUDF9WQbhXCup3eiGLRF59sedv6sgFwinzVqkHGjcSz5F,178.1440 SDN,0
bU8TaHiLB5VPFTRsyEkose8BJPGinUfhnhcdefMkJP96K6M,33.0399 SDN,0
ZcFvbGkXgFJNkWwikumn9jFRUdGiPMn1PHyqoBAp7pU3iUG,6.6553 mSDN,0
ZfSks72TkiwM7RLNdPMkMRPHnX4YvWdCpM6vD4jTfHPTy9v,994.0000 µSDN,0
ZrSY6FXke1kWUU38ap6kCnkWd8yTSry3ibHZuT1WLXVAydX,93.5000 SDN,0
ZXdqZzeRW6p3vgkWt13SfiuYhJUD8Pty166sc3bDMqmMRJe,163.3800 SDN,0
YUpukjPbkrUtsriuhsfBrYrEdk6N79idfuXVUEm7S3DndFd,6.0000 µSDN,0
WXRqSpUWoqzSxCj4kaezyHGySK73csnEziyzDNCNtrRsyKb,632.2000 SDN,0
W8UfvpANyrNXngsjNpPGGdd8tAAuoQXgNf1kGCLS5Qfhg2M,510.0000 mSDN,0
a1VkNTrh7dnAWq8cnemccuPZnmgXCrDK7sjNc81BWDpPx9J,47.3259 mSDN,0
a1VkNTrh7dnAWq8cnemccuPZnmgXCrDK7sjNc81BWDpPx9J,47.3259 mSDN,0
WpcZSPksafGoERhBofStARB9WM8r85Fsaqab2QUY3hq2ftE,265.2000 SDN,0
aU5F5ChDsyBFY2jQvk2g12FZhRdrQvjapZpfWWfvWSMPJ6E,955.2206 mSDN,0
ZA8tjb3rjvLjgWgWLHhYdLQAkXEbHiKuSW5taRZ83SUbsC5,998.3119 mSDN,0
aU5F5ChDsyBFY2jQvk2g12FZhRdrQvjapZpfWWfvWSMPJ6E,955.2206 mSDN,0
aU5F5ChDsyBFY2jQvk2g12FZhRdrQvjapZpfWWfvWSMPJ6E,955.2206 mSDN,0
YyZwZj6pxxva5QBt56eUB5hXvgYXhGofqdmCzcbGA91fC3B,30.6000 SDN,0
WYDbKPHF87bKLXvPDiQ9RHpvNEqBYm25g4rbvtwPLEzwWyQ,5.1000 kSDN,0
WMe8qVikN9h9kB18A1WW6x2GWVHB5ihnHeFiCYsmPmv8PhF,8.2504 mSDN,0
a8zjp9iu3BhqKqqHTQvL7i9wbMpM2LiFtwtDYJsnmdHBxy8,272.0000 SDN,0
aD4j8RXbFN91VAypakSrAKCewHovL7tKfXpss63nTDgaA4F,50.9983 SDN,0
YB3nPJpXyuHKkSCeJf7xnCDFKX4185w9DHqFrw9XXWCstUT,34.0000 SDN,0
XeW8M8zkgofEiwNuRCbYcZ9Fr9tVAwmb31a6FeUgxBy74L9,136.0000 SDN,0
bdp81uudaR5h1W4q3B8a3jyUjyWkiBVthrs1587d4L3iEyF,1.7000 SDN,0
XvPKshX9Lf9HXmWfnhJvdbYUXkgg8UTsuozu9L9MUUxKSk2,553.8820 SDN,0
X2hx8vdD5go4UfJrNag5yi5Ek29Eqw9Fyu5nCoWJR71WeHY,1.3427 mSDN,0
XrGmXSPfRnAjF5eaEbvW9ugCwLUqDPEjwusXbLhLVgqUubk,77.3235 mSDN,0
ZRJPnAXxsDsie3THvaeTWgdT8yQXcVBDEyxYWShkf26tw3n,96.7102 mSDN,0
ZnsnLJx1dGFbe6VyTKQFvYEpTkYtoXdfbUiH67HFoK2b5rw,5.6717 mSDN,0
Xg2JE5LRTqtjcxRzpyuYGfjNTmaQp9tXv7Pciayghy7xU4Q,35.7000 SDN,0
bCmGarvp7qHTLAtNSmL6VrBXpUsjy2wqPM7f8GnY4TjhjFa,787.7815 SDN,0
Xg2JE5LRTqtjcxRzpyuYGfjNTmaQp9tXv7Pciayghy7xU4Q,35.7000 SDN,0
XqobvG5cguvJxKLfe1bruAkq3dKn9Tz25oosEHpjviSUMDb,340.0000 SDN,0
WD9Q8x3QozPf4BMpdinqrUpWyvSFwTf1VSb8fRRc9nTfvHn,544.0000 SDN,0
ZV8oW8tYVHZGonDq43s1pVM6AGm1VcMC8M5KJtRhiJDyxsn,8.8400 SDN,0
b3kFrdWSkLRJafneB7SLBZbeVmVJwaz3M9AyESHBE9X2xKb,1.7000 SDN,0
XaqdV7JZo6H1r6iXuTZpoVHNQh7vgeLoCoTyqV8P4TiA5yA,34.0000 SDN,0
ZKp227b6B1kyfY9L8JDXvwJ584nBV9fvywybtg314qBeHdq,96.6237 mSDN,0
XkW9rAYQ6Pu15iZt6rJofJyKM2RK28EiQXA642cNGDHkQtA,67.9983 SDN,0
XJEDPinV2xHiKK2FL1pHjsWmNRJBCp828dpGW7RhXQPSPnC,17.1359 SDN,0
WDHVVSp5cNPw6Lus13T1MeTCrSaXv4uxa1KzMjQgTQvLwKL,2.2363 SDN,0
ZAYndYk8mCZoAy8qGpn95Rz5iv4f2KVKioYbsVFm8pFCm2g,168.3000 SDN,0
WTMSyYz3s8a1GCveM9D7YD6LUKVQtyt8VnjcYkQViTndTiC,3.9970 mSDN,0
Zd1TJ3ivsdazjLKbcggjidrqzqwnBshEQbf4BHvvvQLJwsy,168.2831 µSDN,0
WKHJur7utHDD2tdCYnZmJPiLKfXd3bnpY2wyXa18jjKzduc,997.0000 µSDN,0
aMeWAQQxmCdUhCvN51bFUToLbrszn9odDrkthbTdz5DgkK3,53.5125 SDN,0
XXRpf4tTvBchXD4J99nQx4qc58u9iFxv5QBqT2Ck9Yh3F88,60.0263 SDN,0
XRuNPVRfpcrKCrzP8Wya7m1vwqCcthmkr5Pj1czatY9q5cF,496.6557 mSDN,0
XyLSDYcE2DxcpaWZJneNRxFtPmkPooQqNLirJKG9w5w515Q,548.0800 SDN,0
W6gSSWsph6ge3dQkoBcQMkfN5VXmQrrtp8TBgYsSDqPNnEN,72.5844 mSDN,0
a4gUyTX7yCSCNkQn2M6jsFYifxq17DVRWd1vZyoJaHcsKY6,17.8500 SDN,0
YCnJw3J3BBCSj9W4u395AgyGVXprhWjjYo1SUsNd66fPB8x,260.5298 SDN,0
XACCStDDkfaVLeqnKUMwhq3BYQijWBJreFcV3GhW5FtsEXG,255.4333 µSDN,0
XyLSDYcE2DxcpaWZJneNRxFtPmkPooQqNLirJKG9w5w515Q,548.0800 SDN,0
XACCStDDkfaVLeqnKUMwhq3BYQijWBJreFcV3GhW5FtsEXG,255.4333 µSDN,0
W8dMfws6y6iqxeutJCWSd4WfaLdACKUhR9WnJSvBAaoSWoa,1.9884 SDN,0
aLiL4G8HYsVSjzHvJCzQyyV7eXEQMtA1ePmR1ZBwjYFzvRT,26.1983 SDN,0
atHY8Kb5qYAoy9czDmejiwgdPkosLJH9vAQ6dasqydvs14V,15.0772 mSDN,0
Xm1eRX7TJQcfgStagtXfNoByoMMMfwHwf11xbmr5eGgfSfX,61.2000 SDN,0
Ycc4fP8UvaZZ6JPkTBN4MBxXRL39wLVPuoSoq85fBRoEVy5,1.0918 SDN,0
YeUbvivf5zxdMm8dQHgfvgrYQUkZKyZVQWJ5mr9ZfGPg35w,22.8320 SDN,0
W1CrpAoDYA3KvmEv27DeeujMEK4nRRNbqU4CRB1PmfHGW2n,1.1098 kSDN,0
a4jPbXsfTaEKu8E8JjtJJCeqNFAMKpoekEyoquxgd9pL4is,51.3000 SDN,0
YMLMK3vSigmpg3urKKCdJbUQAtriNdzn9nPh3pdY5mZ3UoW,21.5940 mSDN,0
bdvqpagM3y9Lkf6AGFJQ8nbwjdT3sbo7dkoAZq5n6wm3nZv,139.2800 SDN,0
bdvqpagM3y9Lkf6AGFJQ8nbwjdT3sbo7dkoAZq5n6wm3nZv,139.2800 SDN,0
WMQeCwew2JwbMQD5yqogFUAwoQMvAZoGU3iNbQ1ktKjmDud,272.0000 SDN,0
a1VSUzHmj34w5oW8Wy4RESrTsEPvWVTGN9o1FJvkzA1vsj7,103.0844 SDN,0
acQLjixjzQMkD6odbTp17auhHhzadHKsSspjZryyJ9RrZ8r,1.1588 kSDN,0
acQLjixjzQMkD6odbTp17auhHhzadHKsSspjZryyJ9RrZ8r,1.1588 kSDN,0
Zba4HWYWBKjAbe1gAQ88e11tNAdcsSYgCpkufTd8kPnq2wR,78.9610 SDN,0
ZCCduKMRCXpaCLc87YwGNxW2LUHUZJDVoHhgxTeRUrcfAfb,1.9949 SDN,0
axSqXs72H49QUtgM2C7Rjkz88zNMor1MvPrz9e2vVT59FU5,66.9283 SDN,0
WQ8oWKQkQfeAxuf7cGgXoAQAcSKEeJWhJesVava3tzJ3bqG,699.9980 mSDN,0
a12YapfyLX2W8SuTioqfLFU7kQSg6fanzSPf7JcCfapoh1K,3.4884 kSDN,0
a2HiDgKxVc64gKaMDaknkZUcHTUdAXTbVMFnbo4S5QJ2eAd,4.0800 SDN,0
XLfNDXZtebtqxDDfhmF9D9nGaYRQSHj6Vsy5zvXRPoSqbfz,78.3235 mSDN,0
anSpQ2Y3aUzEu9asqYDMqwxVwff2HEWcz2STwkz1EiWmjJM,7.5408 SDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
aaTbc3WfNWj1k4A3HVKv2MHVRbWDgmMK32eKNhdk4J3hDmA,30.9600 SDN,0
X7mSPs6PyCVN7k27tLJQYCMpzsCeBzCC3RnkUbSq1iQZaZi,112.8320 SDN,0
YAysefQQmha5rrCejr56kRX6pfAUNGeHosjRCVphPH6V5y9,34.4000 SDN,0
XJWb97JGHUy94zH8xYH5iV4ePqVGkDKV3SM8v4WaSXtBxGo,22.3600 SDN,0
Z8fQKoJinLjuy69x7C94KFfG1Y9PE7TCh2EEQidW85xvfiN,479.6783 SDN,0
ayQRmvxYPX47bkfXfShLZJP44DvbHkiAtaqX5P5A2wt2Ryf,474.2868 mSDN,0
XkZMRvxJh5mcedVrJAYnCMWk1EELKvXK6UwVx3yJSWE1ofY,12.9000 SDN,0
ZPvx94fTGBo8bR3vpahLxsf4SHuMV5VBNviCyhSZzhLV99u,138.1966 SDN,0
ZtNmyDQKGBaUr8967xQdnsjjsoRmoSrhmWmnpc8yeMbDGNp,17.1000 SDN,0
bHDmKKUTDWyqfMS6RZ7vFNYn1xrzSJCCPQybLcERq3pPbFK,241.9838 SDN,0
bHDmKKUTDWyqfMS6RZ7vFNYn1xrzSJCCPQybLcERq3pPbFK,241.9838 SDN,0
b7EcAbEHQZLVhQtJgou8zpUQtFfPLWovqpa8aaaquQos6NW,596.6204 mSDN,0
b7EcAbEHQZLVhQtJgou8zpUQtFfPLWovqpa8aaaquQos6NW,596.6204 mSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
Z1Zeox6DqUkXspujybBtPY1X39xec8QS8FPo6pxKXSb37X2,273.6000 SDN,0
ZPAkNVbkWXRDdSG8SBzEvHDKT3d6nCBt7qzG6w6pxowTbxW,308.9921 mSDN,0
YW54o9LQybXPAonwJ7ofLC2DtMFjkAXgaKLJwZmWoXJhzCm,998.4118 mSDN,0
WGQdnE741L8dmcv5kdQzCgCLwdWNp74ZjihBv4euEZv6L6B,34.2000 SDN,0
XGEY6YoD5rMEhmaFWM973F6Birj2N9emXcQdFmbrQhDe6zR,172.8539 µSDN,0
YW54o9LQybXPAonwJ7ofLC2DtMFjkAXgaKLJwZmWoXJhzCm,998.4118 mSDN,0
Xa4VGk3XRz4Qr2wHz78sUKVQsuYjWjJ3st6XuQzB2xc9mgN,136.8000 SDN,0
WiDxoCGnHVrXmkmgZdE4PVbhPptfh3KicGcVsChWgr6TDyv,27.6800 SDN,0
XDrMz9CwjA9v4LVnUU4sMfA9UZsWXxHwDjH6ws3YuW6UMEB,98.3927 mSDN,0
ZCG9ULcyvwqCWTGoK8bA8hw3cZWiYWp4Zf94KX68pRZLcME,15.0187 mSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
VzCucRKmf1dVv7R2DhWdgufXnJ726GDDUHXmWuA1G2f8FJc,300.9600 SDN,0
XaqanFR1uuHx9MnYtget9hNFQPYYDT4xKgzTGZNvQzi4Xxq,123.1200 SDN,0
XDPY8icPaSCQeA5m9xgXDiXB5B9PZapdX2rw2XXMEUzKhhX,302.7500 SDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
Xt7J6UWYfmbmoq2CWRWWNTBbqTnWBpx41YmdajGNPJmVmCe,34.6000 SDN,0
WKZcrREHevGos8egpaimd4pPKbybhBpR8K45wjeCrm5D5SQ,27.6800 SDN,0
agmn1fb4xnQ9Nghy2nQSsUwuNK2CVpRUSFMq1QmrkbznfX8,14.5322 mSDN,0
YQ4TGern5c4Gsif7M1EqRrRmKbfJVvx688HD4CX15998KBA,898.3491 mSDN,0
andGW8ngATzYYEsoLgVMCAaKqK1qAN8SpGtkL52rRNJWRgS,6.0000 µSDN,0
WE1pxRqzt4A3F4J64SvqJRS9QD1ZjRqUxjgLuUcLusw5X7k,173.2880 µSDN,0
WZFZqnHdSCtWpYKF5N9geQ2nqcFCdpppEdfvDp3Rs7qeeDG,525.9200 SDN,0
av3FBpGnMtYCQdkhYLouq1EQmUV8FnBcHw1E5MJLZQ82E5d,309.7621 SDN,0
YWuZfn4Umw8Ak1zf1XSA51GU4DMyjE68ojX8KAHwgDN5zaA,79.5748 SDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
Y85VTu6NhcwBMoqj4wjR6A9vxXQU4yLZd1pd7mLNo4omgbH,35.3800 SDN,0
YW54o9LQybXPAonwJ7ofLC2DtMFjkAXgaKLJwZmWoXJhzCm,998.4118 mSDN,0
aZNAgenyzXQriyhCL2oVZFDfPaVqnbs4bLbytxpaxzXemXc,353.5120 SDN,0
WPkakySbg9SVvg1TBsdvxTg8af6fdM5hwBh3Kd6FWNVChfw,138.4000 SDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
YaXp7eLNzjKJAM97MCkAMWzozktUHuhngKpHSD61U86uAJU,2.6947 kSDN,0
ZUBW14uBk6VAdpyeKhRQwQqawNwGhRnFRAEwpfmicbGu8yf,17.3000 SDN,0
WmgHbJVwXUQmHTdxGbKm7aanoSsunPnkJJAxBTADYAM4SWP,6.6904 mSDN,0
XwTgjWdvpWe6SZxmpCAWLxQtijwSYCjRPWTrAtm8SG7Rfpn,34.6000 SDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
Y8N5r38dhWem1RxEiefU2nTG7PHbtFudsVNQ5FRVYw9K8pb,69.2000 SDN,0
Z8cvD4V4cBn51bjFfnisqwbcutYGvmDRrF27AWKUsrDSQkT,69.8066 mSDN,0
ajvHa3E3XuG6eJq1ZaPApLz5aAkFd6dWWQzqzjmAQxPy2Zd,8.2560 SDN,0
XyT1cpEnTjvFBx7mLWUgjUXtmPsfNjRcMg7N5NM6riqXPfg,3.3216 SDN,0
XaHsLo9SK1HEq1JcT5eVhXPVAaaHLDrzhiU9Gi53uK376eR,86.0415 SDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
ZUMbNwxJh51DW9uWStd8L8yjimc645MTZdG3dmSsJL7j1b6,51.6000 SDN,0
WwAzVajQi9eLpoJSZkJGt1dx99ztqv9jnjV6cDXizDnAmBh,38.5246 SDN,0
WwAzVajQi9eLpoJSZkJGt1dx99ztqv9jnjV6cDXizDnAmBh,38.5246 SDN,0
YeUuWdTMjTV1iLH8mM9UE84CJTMyYRdnPR62YEA6JXNi8YB,264.0294 SDN,0
b6nPVup1q6eH3s3JiupM4fDBwgYmT3QvxnUfmA7wwn4Dqss,30.3983 SDN,0
WsacopXBAReubb4uGED2JCBijUb91oa3au84pnrvwg9v9EN,7.0000 µSDN,0
YUfpzHsvWD1AmsXL6heccxaHGfQ5myRcMmBgwkTMUTpsav9,16.0454 kSDN,0
Z9YAoz6EEDUNcBmSmZmZmDS6oJN5S2aYvSCxpXSZYbEGpJW,61.9200 SDN,0
WmgHbJVwXUQmHTdxGbKm7aanoSsunPnkJJAxBTADYAM4SWP,6.6904 mSDN,0
