address,plmAmount
ZHWj31GexjVae57J8wWR6pogQeULZh6BP4iU6L59wEVkpYo,0.999
XuE2TARTF5Gf5vTWkuzUCABE3tT5VjguTjpEf8rKAHM6jYx,61152
asXiWGGeKXRBrruCpqqBTDLfYqaQwCknhAWh7GMTVk8XQSg,35001
bawr5SVrQ3qGZBGGnSDDAQft8sPJMo7cUbUCRU5D3r5QEv7,382579.2
ZshvSApmN7vDwXxrHpA3a1DnVNZoRdBh5CFc5ncZdYbYQWw,12162.24
bQdrvy3x6pYSESEDx7Q7Q6v9K79ypowzniTppkBwUcPQ5Bw,1002110
XVANmBysR63ukWp17pQwV1FN2k6FiK7AyWgcVLPDVMhFhSo,50001
YzG7pNu1peNgrXyKzeAqaJRWvwtHEncf4gPQ4DgzWSi86Ps,114100
YefdYbic7f4bRAt7qYoG9V2D6Njg52jii4iy6A39RScmV7F,629173.4443782910
Z9a2PYj2wsGvcULHt8epDAZcQBWLEYS4cecLtPCpRVG4nZv,6162200
XGLB85QaueVBFhk52nerPbhW6dJugYomqsy4qtwZiJ6qxGe,1
XrFE4fJQgWQyEtjyiDX7P1k5KBnALBvJS5KYTqswbE3PGKm,1
Yc9SaurLsUDPnZWQ2LegGTtHCEEFbht4uqiFMXMQb2ZUkF3,174866.4
X4yN3zr6Jaqm6Wrv7VnQtbPfiH9VSWGNSePc3yDkFP1QXUD,23746000
XVX5QjUTky8nVFSt2zAiCd1AQFhkRy2AWVvsCi68tVhEiZJ,1064000
Zptkod8GCFXy35bs81hGFvFRA2N3wmfozRRWDGAYGXTVxJs,3688.993
XGEY6YoD5rMEhmaFWM973F6Birj2N9emXcQdFmbrQhDe6zR,376930
ZtNmyDQKGBaUr8967xQdnsjjsoRmoSrhmWmnpc8yeMbDGNp,17100
ZRuBR8cqSjSzS4s3ceyg1ZePucRHhYxkFvc3jUT3e78pSjK,50220
anoB2TENZnNDSmLKQyGfcHTdCY8ymnNPBWaTAzhyP1taFpq,5016
bNpKeHrE6NwMMJTDkWxn8hb2U2qD7QWSNoEpoFUkwPhC15g,3816
WJwMKy2v36mC9CWq5QaQciKKaLQpMpwSyFZSKEoacx6Hs5v,202819.998
YTvtQNysUmpYeyhy6QNDAa3hsTmPv1o2U6AwjrkRt1upMGe,26880
bafdsk7F68jhiAtHpPr2ToGqKF9PvR34DVEiS3kRPHipUmi,1560000
ahWqmCj3BcRbcSUNdjvUWjyZWyBxzKYpE6uSgdb2DeDhXVa,60005
YfoGzX9kmtxAvh5FNseqBYG8XmB8T1ueT4hDmo2y6wQfZze,5248800
ZJTJkd7TbZAeC8PytXKGMxJt34j5X6u5jguCsT13BM9MftE,7872
YsmscEg3vz4NFYSPgJxV4Mte3G1FpakdKqUnpfVhHjP7hom,1376839.999
aFeR3AEPamFLB4csPLCtJPgiT4rEwJTF8MRA1StFv4dPdGZ,1285422.4
ZKUqA2sXPtqxkf5aJWuUvxp1qG4CJcvru4owoAoqnvjmxNj,97940
ZxSx14iEBncAfR8Norto7L2tPRsbRwGfMTkQLRVHZzueXXW,819800
Y8N5r38dhWem1RxEiefU2nTG7PHbtFudsVNQ5FRVYw9K8pb,69200
XFqaZnvkWzy7DGqUG5reNayUw853wHoQKcPMqmEDWUQwc1p,253000
XMtBrXq13U2xrYsnx9iCz87vf39LXvhoggFeR2yxKFo4DcF,2588800
ZnsLCYwenvKtL92cCCzDWFzWUmAkhMfA3hcdgM3uXePj9Mm,243200
bf4LMB3zd1JPxWJVfCvjhRaehkMk5EVEXAkhNXsJzig1VRF,16000
Yjyxay7UhU1JCLdzqy7nTRNvs4kZoDDMckUvCwgP3ZcszGU,5173343.888
aYX2hhLVZcF3CxUTpcaWnkAnFVLwBTDGFTSdrvXy84axsrN,375903.996
Ym8mnXpfPipSYshR5hUBRFD5c5VKtstZ7YJ9PRgsiGqmfbT,30420
WnazK6VGawKzRykNm74mhR7q3f4i4xnPhzmoceCVLCiXsPh,118800
YySCvurXmXJJELjwNeXFGPjyThRfPG99DASfhSaMfMiQw5u,50002
bR5iLUWtSJMSmU4nMJkP1sXSXh6UQjSeQzSLYVtNcgLjxoe,46980
ZbsT3PaZC8vEZ1AeAFNFkKmT9Girppwd3nzUHLq2bTn12Uy,35640
ZBtKdptVnhk1ZdaNk1ScVcfspKEcXDosVh6zfz5rkeV1HCN,200009.998
ZifnW2yodQzYGeUsgGDiadqMZwHFhXYZhGhQ2c6WM2t7Dbf,0.008
aB6J5GEG9goNrk4ygrsBashWVd8kAn5Afv8ywjsruAM9Sjp,1520000
YmigavDXpYA8F7EYrP7MvvfnQF4gRizJesmBvKCgoecQbNi,145213.2
aCPa8E7SJFiRmUaZfYRdECELcAtGD13hRG6sBdHdecXAVYS,1402700
ZqzVbRfyeEVyw9n1JjboATKraqsG45t1iwKUuNYfyy2YiVF,37393.6704
ZnDbwWEZA9soXM7YAvqJqBrQs2SGLCxPFdcWUdTnaoQLzJR,22372.8
XAPthjJosuT3LLkhZbU1CLU9DugURcHLotUvR9cYpHcSdvf,248371.199
a6fsgUhEfKjkYaggVpHJfSau2V3L34Nzfk4Sr5exaegM57Z,7843.2
WQPSSzsTbVEcocEAysydnLmEq5A8WdxY77n9PUuNKRM4Sck,252800
Ycz9ZdDartUuza6h2TkXo2KohCUhbsb8jAdgvbTaG8HyeUG,2736010
Y7bN5FasPFLxk1XYJtDVqGkxZ1bF7uUeRqprwBHaPqVkdYe,1235179.998
XPFcWdwKxruwSjorbjG6kiBa6r6MyV5s5MxAzt93GwRq8kq,6166016
Ysr9XskWwnS9SirdNEk1185jHx1Njjzccmsc9kT3djEDbVU,1
anvo8iMqjZoABYyXMTWc76WDsDZPXat57TVQFmvwQw5fajy,5
W4gvJi8npfvJfo8Q8NzcfrRLpVENoALLzQjgQY9MtFSk42t,839984.997
aLYgSLGikgYjVZ9nMAxdNCFHL6H3trggVCQxGPoE7kWZx7j,336000
ZtPzvH7SoBzMTeVQsV4osw88inHj1ffds4AdC1ppmd4pkfA,175968
WGVaZnRU7qLiqHdyR426HQHXySqLxsd69TKhiX2qLvi1t9M,378233.3205
WSL1S6TxfETdTWVt88g8w7J7KGb9h6JvDNBbjSrCvmvsVpm,0.240273972923459
XJWToXC8m7ui39kQ3DVGcHCemaq4PVeRaWVWxZvuJxinVMB,1130400
WQVKG1oB7rZJRsGbYvfFJKSmzaw97VeXnXieiQtD2yYUH5e,254400
Yse7je12H5v2HLUSSe83sczoVhbHhfD4WjmnDc5AJ4nDi7d,32000
b2rttpaPN5KMHhE59U5aP3MJVjsxMvftLBz4HMEmhGkJcxe,396640
YoRtEd1puKw3QzYk5FbEBBA2Dfjh2Z5hFn3HHmAvpYYb7rC,50275.5416507493
XZkkndWH1KQah2FXF6zh2qNmbNoA5X2zPu1tpx68tTPNnaB,23940
YojxD6KUFUtv2Mwq7evxT6ULagfYRY9pZ9xEBTTkU3AzH4C,109474
X4yB7z3Bt5fnqddKKWNXmw6xudDbHGVqv7uaGbWiNnk8HrH,85320
ZRyfc8b9QnGUU8vb2nHiwroSSiRhi7vc9rDuhE7iqSQ3UME,99999
YPs1GmbPGuwhFQSFwDeA4eAx1bSxXFHmgKS2DxkD4TyQ6et,2.736
YnidTvzCFeA24u98Dto9vCXEVjSwMEFG9RXr8o1YPGtZtRW,277458.12974837000
Y7hDj6xUi5GzRWbiL5ndYBHU1q32hUmttNNXw4Q6J6UovUW,199800
WSN9cjhumwgMM3ipSPW3Bwbc422NWsrWg1toTzj8Vc8wM73,10
WwAzVajQi9eLpoJSZkJGt1dx99ztqv9jnjV6cDXizDnAmBh,38528
X7YD6u4LqJhP3paouComdcvqd6UudSmEsKSk9KaQNVX1EQq,106473
XCjXwfRPfniW4T5uqozYbQQEWbgkaCB1VVtHUeLwN5cMnPA,2099840
WE37EtCiTA4pSuNTihbTGdzChkmYrovGDR5CkCfDanrN6VE,609859.996
ZGZuUL8nAFVVTkwKkbcCYuePimw5M3reUnvPFJAgxKLSksP,25600000
bCgnWC7aKX86cZCSZ8J27deKLP58hwwtVUABNc7GzojJuYj,590524.597
WmmUCKnuSyNZXkFTsVSA5nLYqVZaZsray97s5R9v73kaGnd,1203200
WQ3Jc44jmHxXVQVoyEJ61VusqmeeyHCsxA91Wq1iX5i5knW,528199.997
XELe5agUHp6nNdxA2ibKVeWPxnLY886uWjoDoMtMeB4fwTE,149100
Wwn4YZjGLnKMwcu6o8gLCRK8j8XsoPh2MNYKKXuYMjP4Xhz,4368499.996
bbbhFP7gxAKuKNTn4dWbysQ2yv9yiU9Pj6RBsMPJxUr1TH2,144303.999
WAUGNMsZsg94jTprP1NaiMVT5LNoUKBc78PADpYBty8BVXX,313432
YcvXdMo5ndicKLWnCdRhmDRxeWGFtDCe7fzidpVx7yHuozP,49250
XvkvXWW8UByoaS91Rhov32TLzH1STjJsSWRjb6UWr3eGSN1,300000
XJVWyNVgtaJDD7UFggu28fAxqLUkDJtJDkt7gPrduVDtY2h,14400
ZfQAeYaExo54mbQoxaXZsmjWB6UeVJTSAYVSMjhzUGGWxir,39707
Yj9mS4nvMQbtgYrJZWsp35aRvnh9PuegWEUocaZLR1nHzME,318763.2
Yt1knkoVo1e4Ya5YGUcZQh8EFvUacxmtZ1mvGMNoztYRMUj,356346.0215947850
W6oX5MXnvN6Sb1ZZVGhjWiNsZs7k5dLg4DE92k6J4UmR3kh,178200
bBYdG3CSrAaMyk4pEpvAk4C3XgU45oGYbJU42r1JpEAFWFs,4895.998
YmLZNh3h8EsiRcLWadKa4VxmbLQevFD6xBc6nGa4zzHrjCV,72959.999
ZLGE5kq1BkRQAdgpTzjDtNSEECjGs3i5shJeCPzQfBCr3i2,100001
ZBfnctECtnSLW7oQwruM7nT3HMku1wEE8C2yaun9di6geiJ,3136
beM27jCx2XtNAYMofgsfjShfS7KvR5MbDrikk18X5ojF8oK,4.999
aLwrM9LBWn8xV7mUcnTiRtBzmdfgBndsLjJFtkmZ1GigzHJ,15900
Yf4CN29T7yTKjpGQYxKSf7RUEjXof9Sg38XcPfbnCyQ4PsH,70376.4
WobET5QxjnrYcYXTSzxboJP62YtzzgSLTwrkWqfqjsgMyrS,189.996
XYPcmuFzixcV81H6t5bAtzKgsEpcCziesmacNqYp6dPkPSi,400010
abmLhrAFpSPS7dKxMhsbC27DEjxNynCtkJWixG4Pj5yVVRD,225500.995
aFJJv8h2sbuiX4XdGJ5VKZaAb7o5NYcMxkzDZfzNvkHw9Jj,715920
Yab9fmJgPEkUmyunKX2aVtTC7akDEuMiwgrYCd1Dh33nnuX,83849.992
YS7hdTjEcJGkByR9VyED6EDgkg2wr28URv1hSBEgqdJQgM7,57958.8
ZsmGyb7sREK5d2j8im7evU1yv8zUioV6eYjZaBdUDVAaSEX,127550
WzPHA2bDsJZRLTM2TEvLeEWgHpg6bEk5Tdu4SViAhp7t34Q,314808
Xx3DUBfkFaVTAgKCaVXHshVvGLdVq2MYt1ZtBFvM28T325y,52922.67647447300
b1SqZoth4atg21QbB5NP5paHBK91KcRZv94kNG9bY5bJJYm,1000.997
bN6J41aJUxAcb7Ea1vBvvhSTbAtTAJBtrX7RSJNxwX2FvmV,1554300
azoYgP95rFoA8cjSUJcyGik1tUaNzrrTHB5LaCuhZea5Kd6,3460
XuojXMio4kV2Tz7EhVrMKEXgNDGTaR7848LK1vfLfHzAtGE,129600
WLz3Cq4zeQn1e3DGb1JPNB9vrQUVwtc2Lb4Zb3a3MxP63XB,36200
ZLfCUoBiC69vozo72mAK6oP3qz8Lk2nZ46LY2DTG1HCiB6x,0.028
Za7TMzoLxqACMMYQgmTTBauzKJrxYPv8u5UJ5f6dekUnCtV,167400
a4w9rJcfSKzFqNmVJCbS9LnWUjaR64DjQrJMEvScfvcYwqd,89.997
VwLvhM1Z5FJ79KRvNYVycXpnpMLeT9s2EucQ1TUm5Abq15Y,618000
YZdjAUCnhrSBWdLRG3GefaszhGW5jhTSPVurF4sCAjksoJK,25001
ZNH5hwCpUmgKZ276cf2U1pvTvMt83Sg1UWh1hdmsLq6LmxL,2512094.995
abkYHgdbWneRu4wLMRKytbiZNeKNUk8AhE3DHH7Wa35CPRz,0.001
ZfH57dAt9KQZp4RqpA7FtUEo5FUNFigCNNGCZv89C5LoUe7,1075200
avcjPWBFnpdnRxm4J5q9fYx8ScgeU4WZE5wRuivwUrLGncA,1008000
WELqf5HP1PJkiWR4m2xbdgUvb86MH7MwZFGHNWeEPgDjtxV,350008.988
avvWRXiKum7DD48aAehjeL4wwsrFDa7WyLY8J4LXMaffg2s,252447.999
bdwQBCdQHa32ZrUdiQUCSePivQVYkwpXc2zTrYyi4F56F8y,19220
aARCEGLmNU3XHEqiAjRhPbQixnK7A5Xe6XWMGB4Q7oZQYqC,41500
XFwumFZjaghkb2XEojEqyoKKbiDrRQgX7payn5w2R4rJ2eb,43333
WSfc3XphMy8Thejj8ghL6T2WEV6sRvJdPJyEQq4BeLW4wsE,0.998
aWtDUeRE4uieDZTLnjkERwk3WXAQg5918RccZxwn3DR5HBp,66674.999
Zc7UCRdEHuqD3VMpuhgMZqsuRhdfrNwfUBQ76PzJ4EXcexw,22528
XM4Xc9KhZ4hh6aY1h9pziPzYTxqHg54RsuYVfXz2MeTbudm,56880
bAWoaZ9tzSuqac3kGkyfPuQpwvtRnWPn5g1aEo2wqHWJ5BZ,4.995
YQkV7RmiUorZEaJLpWU2cpsNL1KPfDyFzFtpsXhLsAB9pDo,25440
VxfgHUsV6BJnFqMC3wbt364w9hKAD5TyGPcRLfSKdn9pEVi,273600
Zys8nb2HwtStLetwq71bwiqGuw1SCcUMREr2EVk7dVoJZV8,102437.399
b7Yj5iPanX2kuYdbNkVV68VP9JUT95Y2nZQGes1dTF8mfmn,0.006
aD3Cr8ni29qxAnZZyC8JssWhU7nFx6BG5GbTHKfoBv5Umc6,1633339.997
WDpHsTnZD1RJXhdNUaGiSJdUvBjjXiTf8ACTUMMvSUh2bL3,12320
WBXgB4Guz8qBtRxzb8NwSwWzBTR7N9bJvwA1142tLFYZnpr,45078
WLLv4AEebhanzRJt2oj7NdvYPwnLJTEdTxkLXL4wUPVNKqp,256000
b9QeJai1R3PhgGUJUPcudDt5qjxrwN9aUQSc4NaPppy117L,7632
bb6ZzsXSCCTt3Q6T2V1AAwd7ie5DTqh79wQXe6tLj3s5KK7,137600
aRxRJwsgw1hzv1DVhiVhwZYg3gYRwvnMNUrXvynD3g87yh3,49.92
aNLVo8iu6xGDgmxc1XqYgjuVQ7DQ5ooViLaNdDZH3DTDkHL,1102555.759884850
X8b5KcuR6kUxWbfTBk9fZKWfBECqvYvGCfM9RTiRvDHHAky,17270
W62BBjGQ1mGfQ1d46XcNHqd4EtPGQTT45g3viYeKMZW2hmc,100000
YLWuYZn7fqgjkqdF3FdgbcHgQKXs6VWU1GAiwM1pfXH3jwS,15599.995
aCfEBBZ6wc1yUVTbgTrftffbFPXRAegduJVPyfi5DRvCdT5,276800
arb9KvU5WGMooCdSheGsbkNWiVVdPP7MHvMVxzisKRgTF2o,375840
ZtPdtQKJ6JyoYYRRmNfeoMGyfTPXQFRMLk6BW79uBfmuGpk,83822
X3BhnFHPVP2LwnaFf4n4QbWn9NXdK1Qs1GVkuQXdwXKdgvC,2592000
ZJQmtur1a4hn6kGUwzCZoAwp6V5jVKQug4iSyyWz53XiFbg,2862000
WaY36RDt5BxqMWGX6Dk2tc47YBFM6vTuHqeBwj71okVRZQo,167400
Z4JXBEWDZ4Udmw5VpBp7bQ7UfStzcbsQEma7ENYzAw9vTKi,19300
ZCVXY3RdQaYxFYfUYdWgdh7NZFj3k8CszvH7w486EnyCJGd,1520000
aYTRohaL8fE5fSy2CrjzpP11g1tJSHnqpHSMSQzvZbNkMay,0.998
aZkQtWntwsr2HYaxR9Ax44hLJ2KDXyZ2HWe3DRaGMdz43LQ,290048
XB4NwBe164sGKfV2h5cWUqXviSetr2HjUwu8BZoivhov49b,17971.2
b9J5oRzWkW1rjiswRVoC1ktjBTXWJ1ALXhbD7q8K6FBqeiz,274240
bUEdqfC6isLPC7fT9pCp7pRVMZB85rFrkzwttpNdNgrSHDh,100009
bYpzD8bwpP2E7WiHbnsbwGpvHMwR43SQCcvwdDgTHy7kN4j,206985.993
WQRMJhAZhe7bg18wQZ2ZmyfTCbkrVHBSKPvzHFUwWfQFoHJ,2423520
WzQzF8SNaaTtTKHYmrLUYEtSo76nM7CbzWYCMJx1jwX9GZY,9791303.978
W6UdrXeMhZ7DnC5Z3aHCK3iBtQ3NeiY3VSGEt551t7UXgND,603880
YQkcqa8jbsLEZijzHpgeeZWAbGMBP6StPfeNCYGM13QBiLj,950000
WGZ5z6Nzm29khiQo4gSUMtgyLNBXK8VSMukg7RtvJJtPLgs,58752
ZyzrEA8Ckhr5waMSdfUtWMWyVssaZuPwXF1M7SDkMYd5qSS,119076.02206756400
anktV8kS9dvs5R7Kdv26VoJ8vVcgz1qJjfkCVkvtRkg8qoH,78500
bErdxq5wanrLRRutfpJfjak3UujJFD8DPTmvvGaCS8rTRMG,1472500
bNwX3uWBC2GF1eKoxSsZe3ZpL8FoUJefTPm32Een4dJpnGb,27984
apGsKKT2iU4TYQt2mypRbpK5quDHKmFJ42bfVEBRMeXEsCs,166320
WTE9W6nFi4shzwTB28ybjJBkqQa7P7F2wTcmDXGpD3BYakA,0.998
XobaqrWf2tzTv1Wr1Mgtc7HonWr3A7HkhQ5TQLtmaMzhnsV,300
aANKaZXNqL2ernkdUTLPDHyK25QPtJEUyfEK9KqNio1VhZN,100368
XcmppWtnMjesE4r6SyezzhaVYgYkr1iQKcf8eFKvhCCknXk,105001
aNrrhEnFkBNyUcGuQ3DUYDhikZJtXvnLPKsggDGMaStbZHr,3503880
ZzJNGGhnNBw32pXqzHpLNNJ8PF2XHUzfLwnR9FDTvSVKbiM,24372
WEAGYzReyMMyx8a8s5c32x4c72w8yK2wHWmqdRKVKF3cgju,695517.999
aYaPHjTj1Z85uV9gffqJHoQbHr5uKxL5qrg8nkL69SJeoT6,1048800
bdeWayzouWQGoYmqEpZJqjMAAKQfLtBbxCorMqRENdPueKR,125600
X2ragQCFeQVu4p7XtWaha1gMH84JPubFTZgzzCph9ZU66iy,56880
ZAHDMpZavawRC93MFnBdNpcMCKyMqLJVRHT3UZggyVU5Wzo,30200
WzuSDWwqq7iKSuCdJBc6RPzQbu7h1VZ8QdiBtc9UeRzzHZQ,64000
X4MuLNXeWkbWTaaZspFXJeoVpBvFQpAZjyfqtfGyMKKe2mK,1074352
Z5GE8xQ7hdz2Hf4BX1MeLeiETN2KrMfa1exU99swcBW2nWw,250002
avpZRSCk1J5urxddp7QBumwvr6uLKw6uRJKC5XzR3EC6wpm,564799.986
YFsPaSSinh1WuPfDtmr8aZXb84oAcYY4xVgAJJfiKeky8Lj,36026.064
Wb4CGu9QPfYTK9zuZB2jwcHQwb748bP8uofQ9xGWFdU9GMd,150000
Yyjp4aaaRGJ7vpE4y2KAFt96xcQDcmYaPWaC3Hm2jCDjsi1,299200
bcPU2MYVGvUSa5nymdFrVQPKKiYSaq7rejHweHvfjNSKhbY,254016
Wr5C9DTgqggNfJVd3CC3NDxsRwMX8zkhmXviPf9RNf4bsat,10
ZPdkwoYLgFkTLdyVCCDnvVvd1Au3UhTdhQxLrBpsuKatGh4,358.56
W1aJzjJp5suMvFWtA9Pgeo8xXuRfSpvUzUYYFDXxRBagCfs,173160
WQ8oWKQkQfeAxuf7cGgXoAQAcSKEeJWhJesVava3tzJ3bqG,699.998
aFPfdvVmrTaV5jdFUP2ugtVp28HvfjmpXw2nEMX9t65jy3m,15200
XB5xSKrc3uiXur3Zq7SF1gU7rF6KSvB7LMsKnmWt1rGAhf7,222000
WVzL7ygfhGcsMa4NAEBTJgxEmymAAv6z5FnHbgnHMw6TQqh,47915.52
WN5rwx2W9raE3KY1fTULqf5G4ATHvpjiTfhZ9m5ptRjs6eG,51680
bHx26mKGrYerqGP5si1LbbA3k6TciV2TCzCKKmM4rzUp5A9,800
WG6Lc9b5jd4QaZvUdzK5E2yDMkDyfNtFn5HdMxARLchEVF5,39500
XsHkQaY9bb4q4f66j36TUN4YAtpeVMEfwzSYHeM8gvhKKBG,22271.626349674000
Zviaf56FoweGnbeb1iKLZA1s8f1Y2mj5Es8B3e57yTXhyqS,790400
WDBrTriuASxEndGW1movxft7ScptS73KsnwHrvRp8YQLuuY,576000
X7kUWCpnySh42GTfXXzoQVgXLT6Go3ugznvrRhoJ9THE2W5,108072
bTybxx2k3Y4uN6b3E1PNEwpXQsmB89CWT3AbhbfNCzzLxUg,267198.999
ZckVCRScKWN8FiQi2Uz1AT5DBwLXL3amqLsTf196j2ELtuJ,100
ayZKBk66PjUVYUKXe7Hsn4VFky4k7LNzkfazyLhJm4uASW3,168604.999
bNdX5C1nsBjgZSD5oMgqxm2e7Tg6ohA8MbmefDvVSqgaF43,76860
ZeS9pGHCHRCRtGC9DsZCjUw4HeV9ciaDZxJAe1XtVEBejiL,1
X5DumXX27GHG8Dn8GrzMPQDinDTwiHUKn9twoJCwuhE8QhF,1
bMi1hNtB7euCNNbvrvtLQWJxTHUuSPrzpnFw76pkhGU7JZU,512000
XBzAtsXvydY19c9hv1bLaue3Xb1ZEisArapnx8bdwbPxiye,42200
XfnyHZUGaEQNM6kuvMrRava4KKg5XdHAUfZCRfacj8cBZdz,260800
bZbXaYqvXBYwdoY4g9k5YBMnXTpJ7r5JPLTGbhMVw7koTtd,106880
X7kxubgJvUJBrdJ2xcLebBBcWuDKHyi9FrsGJZ3QLHuoXgy,50000.995
WfmsHY4io8oMRhPSVx8Nyn3WcwyewPZq8kPTzDmkUNtPxdi,9180
Yy6yLQnp6x2Z3RLKK9fUGYdXQLBShPXtmNLSm7uXn1WhPqq,113759.999
ZEKxPChjWgXxdLxhQjQ16Nod9pJuKCJ2isH5ui3mUx2GUfT,0.093
Z84nbZdcpPF8J9cnuMU1aF7rujMh3pw6n8wraE1XdAyRCxd,116280
WkjS8EJ8kD2vtZP4tpARGeFsUUx3zequzpxFPwGDxY7Pgby,499.996
WwZPJXnnTkkUCuG5mA3uk1z2T2BxDyuQ8J9SY9QrCnSuCzC,5000000
XfpYrgYgjDmifxptMqVpTbEZBbZwyQ2s6Bi2L3L1vxjvj15,132800
bRAxzAacTKqyRrJwpkT2GBsLRA4o6pGnKVvfpiShdNQ4Fen,144320.13874588800
WKA2i8B8aBMJBrw3WJM7yvNoykQrXzVVSTuz58rQeyr21d3,38400
ZRTvQqWHF2aT8bvz9ZMtPucMkjpfbuNSDb8cVQAB21XJ4S9,253600
ZoWEJg23A3JobP27tdtsDrdT8edoeqpRyQH3DRyyQaFbXA6,499.998
ZhmdaBKPt7Ysrey3VnXUPrKx5Vx3FNbhdKjcvCuv7BvQWSb,43014.72273883870
Wd19DJmCmBBkymu2uYijj26UJhdNevxKLKktUqYh8DEdAxZ,101
b7eHcoF44C5Ge5eLuHy8Vyup2f6ibq9QJT2g3LdzcuN6XVP,1354.68
bWj3V914L8JUgobTKnHqq9VZTg9w1gFKL57MUkLQdDbqmoy,0.016
XUVyjSXJPmVRfcn26PFwqx19PgmR69vDH63dpGRwG2WAJN7,84.64110549485170
WgBPRvL2N4ejD28gREz3RgSg8Dbg3NeE7jXubtqU8cE3JcW,790000
XqsEu9BHHSrFYwgnUX4ik6kAbi3NYyYYCfdKteNYEsULctL,117394.497
X5oG7VBSLwquAQDBEMzqGW6wHVv2TjPk1TGgceC9KHnYXF8,2500
WSSrsur9qhHkPKVpH2vpK2pb8uivNepezriPJgcQLNdfUnV,274560
YJSq3nLTAzQr1XpiW3MRrP1X587VbAratyFhaaAiMjnC51A,14040
Z6ywfBthN7rMRJpxPH1pJAUiq2ooqHJyFyA5vNQ6xC3jz9k,59118
aXA5xVt2r3p6zgv3YEAPawTVPvcPnTQBNepLyb5gae51tph,251200
Xwemyuf7AK1uzwwvF2X2aqF1dkpgyBhEfnQyyQtNG5rjsnB,121600
XySdZxUUxFGEwyZhHGN3S1SqazaFt688MAa53RqubRzFGqG,52519839.099
aYmKdQETq5iqjnRGA8uhCaJisxQ22kVgWrkJCJKm9BuVPZz,88982080
VxXJcUGQe5n7Xh4sjrw3WT55BRGkTSwBfv9tjCSsNZYSpf5,1261010
XPW3MHywwkEQf91CBSf1F724Y4uzfy8AAr432hoKUrJEECT,100002
X8iJmGfv7vGH5bEbm8zusETfhoqMoF1coU6MM92gj9fF2cX,24034.998
ajutu6cdAsGhF4XC7JRBGpJJa36JR6RmsL3iQxXsLvbW3D1,0.001
ahq9HdPNUXHK49x3qYt6DgjrTAjfxTgRr3D5rA7wjveWpwU,328000
bbmknoFdgDf4J4L5mx6uNVWhyFxrQ1iG89QKwu4sSjQyQjE,784792.595
YJgLRT8CJoEcWn8tsoj1YkNmJLNboWgVDVp9akrEggRs2J7,1
b5JJT3x84C7dVH33L9PVuWsfqTCH7c5VzjCRBgxqRYrV4Bj,3969000
YRmyemNRQA4AtYRWGyPoUhjWhpYp9jeLQoNNG2dZBE95iY1,40010
bba9HFMNGbv2WL4LW3QfKpQ1TN1YXhMhShts89iu4CjZ9SC,512000
W4vi6qzkeuJzyF7kwU7sSrvL5jemJEpyJX29yiieM1ehC7P,205812
ZNBHRNoQDP9zV1cP1ipkNpApS2K9JQUYZce2B4WjzTDU2T2,1889998.998
Xt5wiBZhLZzobVu2FkpAuVGie9UC9a7ZsA2QftRZuDV4WuC,16600
YrZWZbURrDyiMtvMonPLEzqWFUA77hWhA3pEVj3dL52JwGs,8915.52
anMdRUdBYefHrMpFpSzqLvNsUnEhTW3W9a3WeGDCmawHCbm,3850
Wa7gfAYciMrbw2WjkfcaHYLFYrSsnnq23d4DvzVsNpUXbWj,115.197
Y9SRtyEpQ5HzXkv9XXZLgy2xhSQYxbokF65WxEqnScjRv2K,9450
Z7w7j9f1vZVoesw8y6adbENJFgK1HyauQeVHmgCZLApzHNc,50010
avstBXGo9fRvUDXj733RutqgGZ9rcXw5hyzjFb6eM77htXg,789600
XySYZthAWzYqHN9w6Nx18qk2a3zTvavv1zGQv5Rp6nqo8ox,50000
auqbSKSbbs7HMVt2GejPMBQpFmTmBGUpEs361LdJubEtzg8,50000
Xh7izKHLRtJx74AD75tvxeLpkEYytKWARkV2EAXsmiix2Gx,232000
XskHz28yfmexfduCv66f8AjWLSB969rfMz8nPGdwmtxazCk,146700
bY4KWjAaZj99F7gubsRWGoME1YJ62FCWevi9tYQYuciaHFL,132000
WMyg88iSJauTqRfZxsjJ7MFQdnLErDGf1iS6ReZDB9r7Sw8,893760
WBRWFub1nQ2N6aGygGWd6p4qYarsqDoAb31XDs4Mk8y8ro8,6400000
XzQFcUuouTXZKKKVBT5EgcfwbDjf2WomDJ5MmKs4tcn3QUb,870400
XhYFCn5unp1PovgngNxjob8mxTyBa4Pj7vdegCWeP78JqFj,43473.599
YttkhqBkZWKJbayyma7Gz4j4gVUWpBvD8JwkkB6zaLyhgWh,200000
bF9UTTRzC2h4fiwt7cFsPfxKRcYZAQMvEJaTMoVTzkNhiMq,77500
ZpvbGaPKp6a6VZdrLeD3S13FzddUWdbsouGv2LoaRSJeJie,263997.999
XAH7ovr3e68T5XhMP2DPDNhGmXGjvmUvy9amUjEUF19rv2Q,200014.992
XFkWRp84kVzsEszLdEYaNUPfvc8GGYiwBehdnw1bMmp2V4z,970002
WaacQkivnWWbkYrLA9HzH6XZ4MAJdyg5cpA954eMd3vtxPX,127200
YoH1XzVvMn1Cg9UySD4L24ExCUTukU5jc9c7SHfwdW2iuz4,10000
aWaYDzyKyMT1Vc3rqViDkQYwaPndNxKemMziiawd2YEgShA,0.998
baYuEjkPmWM2bMK1aZTLv1CRZ9BsQMrbWuW32Rx3r8p5f1X,199200
